vid,match_id,stage,player1ringname,player1rank,player1character,player2ringname,player2rank,player2character,round_num,player1_rounds_won,p1ko,p1ro,p1ex,player2_rounds_won,p2ko,p2ro,p2ex,round_end_time
Gui_QPtABi4,194764,d6b6b86b-83df-4b35-a2c1-5cf60b84c8b1,Training Room,n/a,0,Kage Maru,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
Gui_QPtABi4,195914,d6b6b86b-83df-4b35-a2c1-5cf60b84c8b1,Training Room,n/a,27,Kage Maru,n/a,25,Pai,1,1,1,0,0,0,0,0,0,19.06
Gui_QPtABi4,196812,d6b6b86b-83df-4b35-a2c1-5cf60b84c8b1,Training Room,n/a,27,Kage Maru,n/a,25,Pai,2,2,1,0,0,0,0,0,0,26.06
Gui_QPtABi4,197952,d6b6b86b-83df-4b35-a2c1-5cf60b84c8b1,Training Room,n/a,27,Kage Maru,n/a,25,Pai,3,2,0,0,0,1,1,0,0,17.61
Gui_QPtABi4,202561,d6b6b86b-83df-4b35-a2c1-5cf60b84c8b1,Training Room,n/a,27,Kage Maru,n/a,25,Pai,4,2,0,0,0,2,1,0,0,20.36
Gui_QPtABi4,203274,d6b6b86b-83df-4b35-a2c1-5cf60b84c8b1,Training Room,n/a,27,Kage Maru,n/a,25,Pai,5,2,0,0,0,3,0,0,1,31.06
H0R3USd-PKQ,60,0504cc67-9ac7-46a6-a726-e86af6d88da2,Great Wall,n/a,0,Vanessa,n/a,0,Brad,0,0,0,0,0,0,0,0,0,n/a
H0R3USd-PKQ,1270,0504cc67-9ac7-46a6-a726-e86af6d88da2,Great Wall,n/a,42,Vanessa,n/a,42,Brad,1,0,0,0,0,1,1,0,0,25.86
H0R3USd-PKQ,2278,0504cc67-9ac7-46a6-a726-e86af6d88da2,Great Wall,n/a,42,Vanessa,n/a,42,Brad,2,0,0,0,0,2,1,0,0,21.00
H0R3USd-PKQ,3225,0504cc67-9ac7-46a6-a726-e86af6d88da2,Great Wall,n/a,42,Vanessa,n/a,42,Brad,3,1,1,0,0,2,0,0,0,22.66
H0R3USd-PKQ,3965,0504cc67-9ac7-46a6-a726-e86af6d88da2,Great Wall,n/a,42,Vanessa,n/a,42,Brad,4,2,0,1,0,2,0,0,0,30.06
H0R3USd-PKQ,4734,0504cc67-9ac7-46a6-a726-e86af6d88da2,Great Wall,n/a,42,Vanessa,n/a,42,Brad,5,3,1,0,0,2,0,0,0,28.33
H7f7zGS3IRg,66,117b064a-8acd-416c-b267-b60c3287d24f,Palace,n/a,0,Jean,n/a,0,Blaze,0,0,0,0,0,0,0,0,0,n/a
H7f7zGS3IRg,1502,117b064a-8acd-416c-b267-b60c3287d24f,Palace,n/a,43,Jean,n/a,41,Blaze,1,1,1,0,0,0,0,0,0,22.00
H7f7zGS3IRg,2164,117b064a-8acd-416c-b267-b60c3287d24f,Palace,n/a,43,Jean,n/a,41,Blaze,2,2,0,0,1,0,0,0,0,33.10
H7f7zGS3IRg,2952,117b064a-8acd-416c-b267-b60c3287d24f,Palace,n/a,43,Jean,n/a,41,Blaze,3,2,0,0,0,1,1,0,0,28.10
H7f7zGS3IRg,3784,117b064a-8acd-416c-b267-b60c3287d24f,Palace,n/a,43,Jean,n/a,41,Blaze,4,3,1,0,0,1,0,0,0,26.31
Hdrb7hpSOhw,60,c19625b2-8f9f-4764-af6a-486474b9d8d1,Deep Mountain,n/a,0,Akira,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
Hdrb7hpSOhw,1529,c19625b2-8f9f-4764-af6a-486474b9d8d1,Deep Mountain,n/a,40,Akira,n/a,41,Jean,1,0,0,0,0,1,1,0,0,23.76
Hdrb7hpSOhw,2438,c19625b2-8f9f-4764-af6a-486474b9d8d1,Deep Mountain,n/a,40,Akira,n/a,41,Jean,2,1,1,0,0,1,0,0,0,24.16
Hdrb7hpSOhw,3107,c19625b2-8f9f-4764-af6a-486474b9d8d1,Deep Mountain,n/a,40,Akira,n/a,41,Jean,3,2,1,0,0,1,0,0,0,32.60
Hdrb7hpSOhw,4105,c19625b2-8f9f-4764-af6a-486474b9d8d1,Deep Mountain,n/a,40,Akira,n/a,41,Jean,4,3,1,0,0,1,0,0,0,22.66
Hjq-kZXzRu4,60,7077c9e8-347f-4c51-9a50-353d4c241637,Palace,n/a,0,Jean,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
Hjq-kZXzRu4,1468,7077c9e8-347f-4c51-9a50-353d4c241637,Palace,n/a,39,Jean,n/a,37,Pai,1,0,0,0,0,1,1,0,0,23.00
Hjq-kZXzRu4,2133,7077c9e8-347f-4c51-9a50-353d4c241637,Palace,n/a,39,Jean,n/a,37,Pai,2,0,0,0,0,2,1,0,0,32.26
Hjq-kZXzRu4,3023,7077c9e8-347f-4c51-9a50-353d4c241637,Palace,n/a,39,Jean,n/a,37,Pai,3,0,0,0,0,3,0,1,0,25.66
Hkj0PBL7glQ,60,e969de3d-0801-4576-abba-834f18f1ce0c,Waterfalls,n/a,0,Jacky,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
Hkj0PBL7glQ,1358,e969de3d-0801-4576-abba-834f18f1ce0c,Waterfalls,n/a,41,Jacky,n/a,42,Jean,1,0,0,0,0,1,1,0,0,22.20
Hkj0PBL7glQ,2097,e969de3d-0801-4576-abba-834f18f1ce0c,Waterfalls,n/a,41,Jacky,n/a,42,Jean,2,1,1,0,0,1,0,0,0,29.00
Hkj0PBL7glQ,2925,e969de3d-0801-4576-abba-834f18f1ce0c,Waterfalls,n/a,41,Jacky,n/a,42,Jean,3,1,0,0,0,2,1,0,0,26.06
Hkj0PBL7glQ,4581,e969de3d-0801-4576-abba-834f18f1ce0c,Waterfalls,n/a,41,Jacky,n/a,42,Jean,4,2,1,0,0,2,0,0,0,21.66
HpeUNmUz7zg,60,860a5405-f505-4d89-8e46-f1bd0ea95a2d,Genesis,n/a,0,Jean,n/a,0,Kage,0,0,0,0,0,0,0,0,0,n/a
HpeUNmUz7zg,1505,860a5405-f505-4d89-8e46-f1bd0ea95a2d,Genesis,n/a,41,Jean,n/a,39,Kage,1,1,1,0,0,0,0,0,0,20.01
HpeUNmUz7zg,2213,860a5405-f505-4d89-8e46-f1bd0ea95a2d,Genesis,n/a,41,Jean,n/a,39,Kage,2,2,1,0,0,0,0,0,0,31.06
HpeUNmUz7zg,3215,860a5405-f505-4d89-8e46-f1bd0ea95a2d,Genesis,n/a,41,Jean,n/a,39,Kage,3,2,0,0,0,1,1,0,0,20.60
HpeUNmUz7zg,4018,860a5405-f505-4d89-8e46-f1bd0ea95a2d,Genesis,n/a,41,Jean,n/a,39,Kage,4,2,0,0,0,2,1,0,0,28.06
HpeUNmUz7zg,4952,860a5405-f505-4d89-8e46-f1bd0ea95a2d,Genesis,n/a,41,Jean,n/a,39,Kage,5,2,0,0,0,3,1,0,0,23.61
HqOjBYDpsCc,60,d1b5dbb5-b1d3-40ea-9cdc-d43828cb740d,Sumo Ring,n/a,0,Jean,n/a,0,Goh,0,0,0,0,0,0,0,0,0,n/a
HqOjBYDpsCc,1175,d1b5dbb5-b1d3-40ea-9cdc-d43828cb740d,Sumo Ring,n/a,42,Jean,n/a,41,Goh,1,0,0,0,0,1,0,1,0,33.46
HqOjBYDpsCc,1719,d1b5dbb5-b1d3-40ea-9cdc-d43828cb740d,Sumo Ring,n/a,42,Jean,n/a,41,Goh,2,1,0,0,1,1,0,0,0,35.01
HqOjBYDpsCc,3017,d1b5dbb5-b1d3-40ea-9cdc-d43828cb740d,Sumo Ring,n/a,42,Jean,n/a,41,Goh,3,2,0,1,0,1,0,0,0,11.62
HqOjBYDpsCc,4025,d1b5dbb5-b1d3-40ea-9cdc-d43828cb740d,Sumo Ring,n/a,42,Jean,n/a,41,Goh,4,3,1,0,0,1,0,0,0,20.61
HuGk1bi5Nbg,62,0b84c6d9-33f9-43b1-987a-525ebf3c8032,City,n/a,0,Jean,n/a,0,Eileen,0,0,0,0,0,0,0,0,0,n/a
HuGk1bi5Nbg,1704,0b84c6d9-33f9-43b1-987a-525ebf3c8032,City,n/a,44,Jean,n/a,42,Eileen,1,1,1,0,0,0,0,0,0,12.11
HuGk1bi5Nbg,2445,0b84c6d9-33f9-43b1-987a-525ebf3c8032,City,n/a,44,Jean,n/a,42,Eileen,2,1,0,0,0,1,1,0,0,29.71
HuGk1bi5Nbg,3583,0b84c6d9-33f9-43b1-987a-525ebf3c8032,City,n/a,44,Jean,n/a,42,Eileen,3,1,0,0,0,2,1,0,0,10.36
HuGk1bi5Nbg,4651,0b84c6d9-33f9-43b1-987a-525ebf3c8032,City,n/a,44,Jean,n/a,42,Eileen,4,1,0,0,0,3,1,0,0,19.10
ICeRtTC3Wj8,60,d900ed7f-255e-41d4-8c46-60c7382cad2e,Waterfalls,n/a,0,Jean,n/a,0,Akira,0,0,0,0,0,0,0,0,0,n/a
ICeRtTC3Wj8,1485,d900ed7f-255e-41d4-8c46-60c7382cad2e,Waterfalls,n/a,42,Jean,n/a,45,Akira,1,1,1,0,0,0,0,0,0,21.46
ICeRtTC3Wj8,2455,d900ed7f-255e-41d4-8c46-60c7382cad2e,Waterfalls,n/a,42,Jean,n/a,45,Akira,2,1,0,0,0,1,1,0,0,22.00
ICeRtTC3Wj8,3546,d900ed7f-255e-41d4-8c46-60c7382cad2e,Waterfalls,n/a,42,Jean,n/a,45,Akira,3,2,1,0,0,1,0,0,0,19.02
ICeRtTC3Wj8,4813,d900ed7f-255e-41d4-8c46-60c7382cad2e,Waterfalls,n/a,42,Jean,n/a,45,Akira,4,3,1,0,0,1,0,0,0,12.03
IKCOpce6PTU,60,9ab869bd-52ef-48bc-8fe7-f3d2024994b9,Statues,n/a,0,Lion,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
IKCOpce6PTU,1265,9ab869bd-52ef-48bc-8fe7-f3d2024994b9,Statues,n/a,40,Lion,n/a,0,Jean,1,1,1,0,0,0,0,0,0,25.01
IKCOpce6PTU,2204,9ab869bd-52ef-48bc-8fe7-f3d2024994b9,Statues,n/a,40,Lion,n/a,40,Jean,2,1,0,0,0,1,1,0,0,23.61
IKCOpce6PTU,2985,9ab869bd-52ef-48bc-8fe7-f3d2024994b9,Statues,n/a,40,Lion,n/a,40,Jean,3,1,0,0,0,2,1,0,0,28.36
IKCOpce6PTU,5453,9ab869bd-52ef-48bc-8fe7-f3d2024994b9,Statues,n/a,40,Lion,n/a,40,Jean,4,1,0,0,0,3,1,0,0,20.60
IKpjiTsDSpg,60,dacba379-4528-4d6d-ac02-bb633c88e33a,City,n/a,0,Akira,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
IKpjiTsDSpg,1351,dacba379-4528-4d6d-ac02-bb633c88e33a,City,n/a,43,Akira,n/a,45,Jean,1,0,0,0,0,1,1,0,0,2.46
IKpjiTsDSpg,2271,dacba379-4528-4d6d-ac02-bb633c88e33a,City,n/a,43,Akira,n/a,45,Jean,2,0,0,0,0,2,1,0,0,24.00
IKpjiTsDSpg,3296,dacba379-4528-4d6d-ac02-bb633c88e33a,City,n/a,43,Akira,n/a,45,Jean,3,0,0,0,0,3,1,0,0,20.06
IOKylEn59LQ,60,67b31ec7-3add-486d-9bac-e69fef171e7b,Deep Mountain,n/a,0,Jean,n/a,0,Goh,0,0,0,0,0,0,0,0,0,n/a
IOKylEn59LQ,1750,67b31ec7-3add-486d-9bac-e69fef171e7b,Deep Mountain,n/a,44,Jean,n/a,43,Goh,1,1,1,0,0,0,0,0,0,14.06
IOKylEn59LQ,2442,67b31ec7-3add-486d-9bac-e69fef171e7b,Deep Mountain,n/a,44,Jean,n/a,43,Goh,2,2,1,0,0,0,0,0,0,31.06
IOKylEn59LQ,3165,67b31ec7-3add-486d-9bac-e69fef171e7b,Deep Mountain,n/a,44,Jean,n/a,43,Goh,3,2,0,0,0,1,0,0,1,30.31
IOKylEn59LQ,3996,67b31ec7-3add-486d-9bac-e69fef171e7b,Deep Mountain,n/a,44,Jean,n/a,43,Goh,4,2,0,0,0,2,1,0,0,26.66
IOKylEn59LQ,4785,67b31ec7-3add-486d-9bac-e69fef171e7b,Deep Mountain,n/a,44,Jean,n/a,43,Goh,5,3,1,0,0,2,0,0,0,28.61
IPcB9b9zSQE,60,531340a0-448e-426c-a092-49b28204dd06,Temple,n/a,0,Akira,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
IPcB9b9zSQE,1571,531340a0-448e-426c-a092-49b28204dd06,Temple,n/a,41,Akira,n/a,41,Jean,1,0,0,0,0,1,1,0,0,19.31
IPcB9b9zSQE,2503,531340a0-448e-426c-a092-49b28204dd06,Temple,n/a,41,Akira,n/a,41,Jean,2,0,0,0,0,2,1,0,0,23.66
IPcB9b9zSQE,3596,531340a0-448e-426c-a092-49b28204dd06,Temple,n/a,41,Akira,n/a,41,Jean,3,1,1,0,0,2,0,0,0,18.00
IPcB9b9zSQE,4543,531340a0-448e-426c-a092-49b28204dd06,Temple,n/a,41,Akira,n/a,41,Jean,4,2,1,0,0,2,0,0,0,23.00
IPcB9b9zSQE,5435,531340a0-448e-426c-a092-49b28204dd06,Temple,n/a,41,Akira,n/a,41,Jean,5,3,1,0,0,2,0,0,0,24.00
IbMhyuTT4uY,60,711314cf-ea7f-49c4-a314-ada657c066a7,City,n/a,0,Pai,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
IbMhyuTT4uY,1440,711314cf-ea7f-49c4-a314-ada657c066a7,City,n/a,41,Pai,n/a,40,Jean,1,1,1,0,0,0,0,0,0,26.02
IbMhyuTT4uY,2238,711314cf-ea7f-49c4-a314-ada657c066a7,City,n/a,41,Pai,n/a,40,Jean,2,2,1,0,0,0,0,0,0,28.06
IbMhyuTT4uY,3253,711314cf-ea7f-49c4-a314-ada657c066a7,City,n/a,41,Pai,n/a,40,Jean,3,3,1,0,0,0,0,0,0,20.06
IbUJ5SRkDUw,60,a3c03443-bc10-44a7-8a46-442c80933688,Ruins,n/a,0,Jean,n/a,0,Kage Maru,0,0,0,0,0,0,0,0,0,n/a
IbUJ5SRkDUw,1613,a3c03443-bc10-44a7-8a46-442c80933688,Ruins,n/a,42,Jean,n/a,43,Kage Maru,1,1,1,0,0,0,0,0,0,16.06
IbUJ5SRkDUw,2865,a3c03443-bc10-44a7-8a46-442c80933688,Ruins,n/a,42,Jean,n/a,43,Kage Maru,2,1,0,0,0,1,1,0,0,12.08
IbUJ5SRkDUw,3674,a3c03443-bc10-44a7-8a46-442c80933688,Ruins,n/a,42,Jean,n/a,43,Kage Maru,3,1,0,0,0,2,1,0,0,27.00
IbUJ5SRkDUw,4557,a3c03443-bc10-44a7-8a46-442c80933688,Ruins,n/a,42,Jean,n/a,43,Kage Maru,4,2,1,0,0,2,0,0,0,25.12
IbUJ5SRkDUw,5318,a3c03443-bc10-44a7-8a46-442c80933688,Ruins,n/a,42,Jean,n/a,43,Kage Maru,5,3,1,0,0,2,0,0,0,29.30
IeENBsCjczQ,60,d720061c-a449-4673-97e1-7260f1bb83c4,River,n/a,0,Lau,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
IeENBsCjczQ,1401,d720061c-a449-4673-97e1-7260f1bb83c4,River,n/a,41,Lau,n/a,44,Jean,1,0,0,0,0,1,0,1,0,24.06
IeENBsCjczQ,2443,d720061c-a449-4673-97e1-7260f1bb83c4,River,n/a,41,Lau,n/a,44,Jean,2,1,1,0,0,1,0,0,0,19.16
IeENBsCjczQ,3220,d720061c-a449-4673-97e1-7260f1bb83c4,River,n/a,41,Lau,n/a,44,Jean,3,1,0,0,0,2,1,0,0,28.30
IeENBsCjczQ,4038,d720061c-a449-4673-97e1-7260f1bb83c4,River,n/a,41,Lau,n/a,44,Jean,4,2,1,0,0,2,0,0,0,28.61
IeENBsCjczQ,4946,d720061c-a449-4673-97e1-7260f1bb83c4,River,n/a,41,Lau,n/a,44,Jean,5,3,1,0,0,2,0,0,0,24.36
Ie_GUkwbxqU,60,07f41a58-3c82-46c6-9824-fee4daaa1e97,Genesis,n/a,0,Jacky,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
Ie_GUkwbxqU,1399,07f41a58-3c82-46c6-9824-fee4daaa1e97,Genesis,n/a,45,Jacky,n/a,43,Jean,1,0,0,0,0,1,1,0,0,21.36
Ie_GUkwbxqU,2412,07f41a58-3c82-46c6-9824-fee4daaa1e97,Genesis,n/a,45,Jacky,n/a,43,Jean,2,1,1,0,0,1,0,0,0,20.00
Ie_GUkwbxqU,3272,07f41a58-3c82-46c6-9824-fee4daaa1e97,Genesis,n/a,45,Jacky,n/a,43,Jean,3,1,0,0,0,2,1,0,0,25.04
Ie_GUkwbxqU,4451,07f41a58-3c82-46c6-9824-fee4daaa1e97,Genesis,n/a,45,Jacky,n/a,43,Jean,4,1,0,0,0,3,1,0,0,14.80
If1MoCju-9g,60,db33f69e-8696-4e4e-bae5-f4af8ad9eea0,City,n/a,0,Sarah,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
If1MoCju-9g,1642,db33f69e-8696-4e4e-bae5-f4af8ad9eea0,City,n/a,43,Sarah,n/a,0,Jean,1,1,1,0,0,0,0,0,0,21.00
If1MoCju-9g,2584,db33f69e-8696-4e4e-bae5-f4af8ad9eea0,City,n/a,43,Sarah,n/a,40,Jean,2,2,1,0,0,0,0,0,0,2.26
If1MoCju-9g,3617,db33f69e-8696-4e4e-bae5-f4af8ad9eea0,City,n/a,43,Sarah,n/a,40,Jean,3,2,0,0,0,1,1,0,0,19.64
Ifzr_EdjH0Y,60,3a1b4ef5-dea8-4ab0-bbaf-43da8aeddc7a,City,n/a,0,Jean,n/a,0,Vanessa,0,0,0,0,0,0,0,0,0,n/a
Ifzr_EdjH0Y,1294,3a1b4ef5-dea8-4ab0-bbaf-43da8aeddc7a,City,n/a,43,Jean,n/a,41,Vanessa,1,0,0,0,0,1,1,0,0,29.76
Ifzr_EdjH0Y,2111,3a1b4ef5-dea8-4ab0-bbaf-43da8aeddc7a,City,n/a,43,Jean,n/a,41,Vanessa,2,1,1,0,0,1,0,0,0,27.60
Ifzr_EdjH0Y,2877,3a1b4ef5-dea8-4ab0-bbaf-43da8aeddc7a,City,n/a,43,Jean,n/a,41,Vanessa,3,1,0,0,0,2,0,0,1,29.61
Ifzr_EdjH0Y,3643,3a1b4ef5-dea8-4ab0-bbaf-43da8aeddc7a,City,n/a,43,Jean,n/a,41,Vanessa,4,2,1,0,0,2,0,0,0,28.06
Ifzr_EdjH0Y,4853,3a1b4ef5-dea8-4ab0-bbaf-43da8aeddc7a,City,n/a,43,Jean,n/a,41,Vanessa,5,3,1,0,0,2,0,0,0,14.08
IzYy1Uh_JEk,60,2d5cc0d2-2e3a-4cfe-ac5e-d5354f75e70b,Snow Mountain,n/a,0,Akira,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
IzYy1Uh_JEk,1387,2d5cc0d2-2e3a-4cfe-ac5e-d5354f75e70b,Snow Mountain,n/a,41,Akira,n/a,41,Jean,1,0,0,0,0,1,1,0,0,27.31
IzYy1Uh_JEk,2288,2d5cc0d2-2e3a-4cfe-ac5e-d5354f75e70b,Snow Mountain,n/a,41,Akira,n/a,41,Jean,2,0,0,0,0,2,1,0,0,24.30
IzYy1Uh_JEk,3946,2d5cc0d2-2e3a-4cfe-ac5e-d5354f75e70b,Snow Mountain,n/a,41,Akira,n/a,41,Jean,3,0,0,0,0,3,0,0,1,29.86
J4e4khfKpT8,60,23810e7d-c2d7-4b83-80d0-f07e960f558c,Terrace,n/a,0,Jean,n/a,0,Lion,0,0,0,0,0,0,0,0,0,n/a
J4e4khfKpT8,1569,23810e7d-c2d7-4b83-80d0-f07e960f558c,Terrace,n/a,45,Jean,n/a,43,Lion,1,1,1,0,0,0,0,0,0,18.36
J4e4khfKpT8,2529,23810e7d-c2d7-4b83-80d0-f07e960f558c,Terrace,n/a,45,Jean,n/a,43,Lion,2,2,1,0,0,0,0,0,0,22.61
J4e4khfKpT8,3458,23810e7d-c2d7-4b83-80d0-f07e960f558c,Terrace,n/a,45,Jean,n/a,43,Lion,3,2,0,0,0,1,1,0,0,23.76
J4e4khfKpT8,4367,23810e7d-c2d7-4b83-80d0-f07e960f558c,Terrace,n/a,45,Jean,n/a,43,Lion,4,2,0,0,0,2,1,0,0,24.06
JDdZ-Fql3h0,60,bb2c8368-d069-4107-9204-e24d5116e0fe,Great Wall,n/a,0,Jean,n/a,0,Jacky,0,0,0,0,0,0,0,0,0,n/a
JDdZ-Fql3h0,1182,bb2c8368-d069-4107-9204-e24d5116e0fe,Great Wall,n/a,40,Jean,n/a,41,Jacky,1,1,1,0,0,0,0,0,0,30.61
JDdZ-Fql3h0,1951,bb2c8368-d069-4107-9204-e24d5116e0fe,Great Wall,n/a,40,Jean,n/a,41,Jacky,2,2,1,0,0,0,0,0,0,28.66
JDdZ-Fql3h0,2919,bb2c8368-d069-4107-9204-e24d5116e0fe,Great Wall,n/a,40,Jean,n/a,41,Jacky,3,3,1,0,0,0,0,0,0,21.02
JQG8hyTSSLI,65,6489754c-7092-4082-8501-cd395e31f689,City,n/a,0,Kage,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
JQG8hyTSSLI,1406,6489754c-7092-4082-8501-cd395e31f689,City,n/a,41,Kage,n/a,43,Jean,1,0,0,0,0,1,1,0,0,23.61
JQG8hyTSSLI,2161,6489754c-7092-4082-8501-cd395e31f689,City,n/a,41,Kage,n/a,43,Jean,2,1,1,0,0,1,0,0,0,29.60
JQG8hyTSSLI,2973,6489754c-7092-4082-8501-cd395e31f689,City,n/a,41,Kage,n/a,43,Jean,3,1,0,0,0,2,1,0,0,28.66
JQG8hyTSSLI,3887,6489754c-7092-4082-8501-cd395e31f689,City,n/a,41,Kage,n/a,43,Jean,4,2,1,0,0,2,0,0,0,23.06
JQG8hyTSSLI,4745,6489754c-7092-4082-8501-cd395e31f689,City,n/a,41,Kage,n/a,43,Jean,5,2,0,0,0,3,1,0,0,25.36
JpT8kjp8nmE,60,966d3053-9851-4918-a189-9d73b4f6171a,Ruins,n/a,0,Jean,n/a,0,Kage Maru,0,0,0,0,0,0,0,0,0,n/a
JpT8kjp8nmE,1640,966d3053-9851-4918-a189-9d73b4f6171a,Ruins,n/a,41,Jean,n/a,44,Kage Maru,1,0,0,0,0,1,1,0,0,19.01
JpT8kjp8nmE,2771,966d3053-9851-4918-a189-9d73b4f6171a,Ruins,n/a,41,Jean,n/a,44,Kage Maru,2,1,1,0,0,1,0,0,0,16.70
JpT8kjp8nmE,4896,966d3053-9851-4918-a189-9d73b4f6171a,Ruins,n/a,41,Jean,n/a,44,Kage Maru,3,1,0,0,0,2,1,0,0,28.61
JpT8kjp8nmE,6098,966d3053-9851-4918-a189-9d73b4f6171a,Ruins,n/a,41,Jean,n/a,44,Kage Maru,4,1,0,0,0,3,1,0,0,1.30
JyJgO73VEUE,60,30c1a641-cbd0-40ce-bdfa-92bb2cc2bb53,City,n/a,0,Jean,n/a,0,Akira,0,0,0,0,0,0,0,0,0,n/a
JyJgO73VEUE,1816,30c1a641-cbd0-40ce-bdfa-92bb2cc2bb53,City,n/a,43,Jean,n/a,16,Akira,1,0,0,0,0,1,1,0,0,10.70
JyJgO73VEUE,2830,30c1a641-cbd0-40ce-bdfa-92bb2cc2bb53,City,n/a,43,Jean,n/a,16,Akira,2,1,1,0,0,1,0,0,0,21.06
JyJgO73VEUE,3653,30c1a641-cbd0-40ce-bdfa-92bb2cc2bb53,City,n/a,43,Jean,n/a,16,Akira,3,2,1,0,0,1,0,0,0,27.16
JyJgO73VEUE,4422,30c1a641-cbd0-40ce-bdfa-92bb2cc2bb53,City,n/a,43,Jean,n/a,16,Akira,4,2,0,0,0,2,1,0,0,29.06
JyJgO73VEUE,5108,30c1a641-cbd0-40ce-bdfa-92bb2cc2bb53,City,n/a,43,Jean,n/a,16,Akira,5,2,0,0,0,3,1,0,0,31.30
JzUAJXw2YGw,60,5563e653-e5dc-4f1d-9f87-fd5bfc07adc6,Grassland,n/a,0,Jean,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
JzUAJXw2YGw,1360,5563e653-e5dc-4f1d-9f87-fd5bfc07adc6,Grassland,n/a,42,Jean,n/a,41,Pai,1,1,1,0,0,0,0,0,0,24.00
JzUAJXw2YGw,2062,5563e653-e5dc-4f1d-9f87-fd5bfc07adc6,Grassland,n/a,42,Jean,n/a,41,Pai,2,1,0,0,0,1,1,0,0,31.61
JzUAJXw2YGw,3161,5563e653-e5dc-4f1d-9f87-fd5bfc07adc6,Grassland,n/a,42,Jean,n/a,41,Pai,3,1,0,0,0,2,1,0,0,17.02
JzUAJXw2YGw,4216,5563e653-e5dc-4f1d-9f87-fd5bfc07adc6,Grassland,n/a,42,Jean,n/a,41,Pai,4,1,0,0,0,3,0,1,0,20.36
K-IG4iTF6yQ,60,70e0e520-f458-47f9-a51d-a37d2a46eeb4,City,n/a,0,Jacky,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
K-IG4iTF6yQ,2975,70e0e520-f458-47f9-a51d-a37d2a46eeb4,City,n/a,43,Jacky,n/a,42,Jean,1,0,0,0,0,1,1,0,0,17.02
K-IG4iTF6yQ,4012,70e0e520-f458-47f9-a51d-a37d2a46eeb4,City,n/a,43,Jacky,n/a,42,Jean,2,1,1,0,0,1,0,0,0,1.06
K-IG4iTF6yQ,4718,70e0e520-f458-47f9-a51d-a37d2a46eeb4,City,n/a,43,Jacky,n/a,42,Jean,3,2,0,0,1,1,0,0,0,31.61
K-IG4iTF6yQ,5576,70e0e520-f458-47f9-a51d-a37d2a46eeb4,City,n/a,43,Jacky,n/a,42,Jean,4,2,0,0,0,2,1,0,0,25.88
K1bjnTflTfs,60,a7930ba3-9d63-4389-92ba-3b4b824f1395,Genesis,n/a,0,Brad,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
K1bjnTflTfs,1518,a7930ba3-9d63-4389-92ba-3b4b824f1395,Genesis,n/a,42,Brad,n/a,43,Jean,1,1,1,0,0,0,0,0,0,20.00
K1bjnTflTfs,2347,a7930ba3-9d63-4389-92ba-3b4b824f1395,Genesis,n/a,42,Brad,n/a,43,Jean,2,1,0,0,0,1,0,1,0,27.06
K1bjnTflTfs,3094,a7930ba3-9d63-4389-92ba-3b4b824f1395,Genesis,n/a,42,Brad,n/a,43,Jean,3,2,1,0,0,1,0,0,0,28.06
K1bjnTflTfs,4189,a7930ba3-9d63-4389-92ba-3b4b824f1395,Genesis,n/a,42,Brad,n/a,43,Jean,4,2,0,0,0,2,1,0,0,17.01
K7pD24vIaLk,60,fc8c77d8-0712-454a-aa0d-1616c030976f,Broken House,n/a,0,Brad,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
K7pD24vIaLk,1770,fc8c77d8-0712-454a-aa0d-1616c030976f,Broken House,n/a,42,Brad,n/a,43,Jean,1,1,1,0,0,0,0,0,0,12.60
K7pD24vIaLk,2940,fc8c77d8-0712-454a-aa0d-1616c030976f,Broken House,n/a,42,Brad,n/a,43,Jean,2,2,1,0,0,0,0,0,0,1.06
K7pD24vIaLk,3747,fc8c77d8-0712-454a-aa0d-1616c030976f,Broken House,n/a,42,Brad,n/a,43,Jean,3,2,0,0,0,1,1,0,0,27.61
K7pD24vIaLk,4607,fc8c77d8-0712-454a-aa0d-1616c030976f,Broken House,n/a,42,Brad,n/a,43,Jean,4,2,0,0,0,2,1,0,0,25.70
K7pD24vIaLk,5276,fc8c77d8-0712-454a-aa0d-1616c030976f,Broken House,n/a,42,Brad,n/a,43,Jean,5,3,0,0,1,2,0,0,0,32.00
