vid,match_id,stage,player1ringname,player1rank,player1character,player2ringname,player2rank,player2character,round_num,player1_rounds_won,p1ko,p1ro,p1ex,player2_rounds_won,p2ko,p2ro,p2ex,round_end_time
_c7uC8SlzG4,842930,3d720ff4-1e01-48e4-aef3-afb54dfd441b,Temple,n/a,43,Taka,n/a,33,Akira,1,1,1,0,0,0,0,0,0,3.86
_c7uC8SlzG4,853488,3d720ff4-1e01-48e4-aef3-afb54dfd441b,Temple,n/a,43,Taka,n/a,33,Akira,2,2,1,0,0,0,0,0,0,30.06
_c7uC8SlzG4,854224,3d720ff4-1e01-48e4-aef3-afb54dfd441b,Temple,n/a,43,Taka,n/a,33,Akira,3,3,1,0,0,0,0,0,0,31.66
_c7uC8SlzG4,856268,355d783c-39ee-4361-a18c-e8827101c93c,Grassland,n/a,0,Pai,n/a,0,Sarah,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,857763,355d783c-39ee-4361-a18c-e8827101c93c,Grassland,n/a,24,Pai,n/a,33,Sarah,1,1,1,0,0,0,0,0,0,17.01
_c7uC8SlzG4,858887,355d783c-39ee-4361-a18c-e8827101c93c,Grassland,n/a,24,Pai,n/a,33,Sarah,2,1,0,0,0,1,1,0,0,19.16
_c7uC8SlzG4,861533,355d783c-39ee-4361-a18c-e8827101c93c,Grassland,n/a,24,Pai,n/a,33,Sarah,3,2,1,0,0,1,0,0,0,15.70
_c7uC8SlzG4,862467,355d783c-39ee-4361-a18c-e8827101c93c,Grassland,n/a,24,Pai,n/a,33,Sarah,4,2,0,0,0,2,1,0,0,25.10
_c7uC8SlzG4,864553,355d783c-39ee-4361-a18c-e8827101c93c,Grassland,n/a,24,Pai,n/a,33,Sarah,5,2,0,0,0,3,1,0,0,27.66
_c7uC8SlzG4,868937,0e5411aa-c77d-4506-89af-824fe945f800,Great Wall,n/a,0,Pai,n/a,0,Vanessa,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,869769,0e5411aa-c77d-4506-89af-824fe945f800,Great Wall,n/a,24,Pai,n/a,29,Vanessa,1,0,0,0,0,1,1,0,0,27.18
_c7uC8SlzG4,870493,0e5411aa-c77d-4506-89af-824fe945f800,Great Wall,n/a,24,Pai,n/a,29,Vanessa,2,0,0,0,0,2,1,0,0,28.01
_c7uC8SlzG4,871194,0e5411aa-c77d-4506-89af-824fe945f800,Great Wall,n/a,24,Pai,n/a,29,Vanessa,3,0,0,0,0,3,1,0,0,2.20
_c7uC8SlzG4,876178,119b2f6c-6944-4c17-8686-8107ce6ac988,Arena,n/a,0,Akira,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,877343,119b2f6c-6944-4c17-8686-8107ce6ac988,Arena,n/a,33,Akira,n/a,39,Pai,1,1,1,0,0,0,0,0,0,16.06
_c7uC8SlzG4,878159,119b2f6c-6944-4c17-8686-8107ce6ac988,Arena,n/a,33,Akira,n/a,39,Pai,2,2,1,0,0,0,0,0,0,25.06
_c7uC8SlzG4,879202,119b2f6c-6944-4c17-8686-8107ce6ac988,Arena,n/a,33,Akira,n/a,39,Pai,3,3,1,0,0,0,0,0,0,17.06
_c7uC8SlzG4,882086,aa4ae81c-51e3-4dc9-b5e5-a10d13da0c73,Grassland,n/a,0,Aoi,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,883248,aa4ae81c-51e3-4dc9-b5e5-a10d13da0c73,Grassland,n/a,33,Aoi,n/a,24,Pai,1,1,1,0,0,0,0,0,0,20.32
_c7uC8SlzG4,884166,aa4ae81c-51e3-4dc9-b5e5-a10d13da0c73,Grassland,n/a,33,Aoi,n/a,24,Pai,2,2,1,0,0,0,0,0,0,24.30
_c7uC8SlzG4,884875,aa4ae81c-51e3-4dc9-b5e5-a10d13da0c73,Grassland,n/a,33,Aoi,n/a,24,Pai,3,3,1,0,0,0,0,0,0,31.86
_c7uC8SlzG4,888479,acaff631-9854-46fd-a78f-7ba1444eb215,Broken House,n/a,0,Pai,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,889647,acaff631-9854-46fd-a78f-7ba1444eb215,Broken House,n/a,33,Pai,n/a,24,Pai,1,1,1,0,0,0,0,0,0,14.71
_c7uC8SlzG4,890761,acaff631-9854-46fd-a78f-7ba1444eb215,Broken House,n/a,33,Pai,n/a,24,Pai,2,2,1,0,0,0,0,0,0,18.36
_c7uC8SlzG4,891714,acaff631-9854-46fd-a78f-7ba1444eb215,Broken House,n/a,33,Pai,n/a,24,Pai,3,2,0,0,0,1,1,0,0,23.16
_c7uC8SlzG4,892614,acaff631-9854-46fd-a78f-7ba1444eb215,Broken House,n/a,33,Pai,n/a,24,Pai,4,2,0,0,0,2,1,0,0,25.36
_c7uC8SlzG4,895426,acaff631-9854-46fd-a78f-7ba1444eb215,Broken House,n/a,33,Pai,n/a,24,Pai,5,3,1,0,0,2,0,0,0,26.00
_c7uC8SlzG4,900350,305db8e4-a0ca-4a51-83b0-0df0bb9bcd41,Terrace,n/a,0,Pai,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,901276,305db8e4-a0ca-4a51-83b0-0df0bb9bcd41,Terrace,n/a,31,Pai,n/a,24,Pai,1,1,1,0,0,0,0,0,0,24.60
_c7uC8SlzG4,902115,305db8e4-a0ca-4a51-83b0-0df0bb9bcd41,Terrace,n/a,31,Pai,n/a,24,Pai,2,2,1,0,0,0,0,0,0,25.86
_c7uC8SlzG4,903084,305db8e4-a0ca-4a51-83b0-0df0bb9bcd41,Terrace,n/a,31,Pai,n/a,24,Pai,3,3,1,0,0,0,0,0,0,2.60
_c7uC8SlzG4,905788,aca10c55-5fa4-4f00-a2cc-87ec5e229154,Temple,n/a,0,Pai,n/a,0,Lion,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,912601,aca10c55-5fa4-4f00-a2cc-87ec5e229154,Temple,n/a,0,Pai,n/a,0,Lion,1,0,0,0,0,1,0,0,1,66.00
_c7uC8SlzG4,936678,aca10c55-5fa4-4f00-a2cc-87ec5e229154,Temple,n/a,25,Pai,n/a,37,Lion,2,0,0,0,0,2,0,1,0,17.01
_c7uC8SlzG4,941863,aca10c55-5fa4-4f00-a2cc-87ec5e229154,Temple,n/a,25,Pai,n/a,37,Lion,3,1,0,1,0,2,0,0,0,20.06
_c7uC8SlzG4,942798,aca10c55-5fa4-4f00-a2cc-87ec5e229154,Temple,n/a,25,Pai,n/a,37,Lion,4,2,1,0,0,2,0,0,0,2.06
_c7uC8SlzG4,946282,aca10c55-5fa4-4f00-a2cc-87ec5e229154,Temple,n/a,25,Pai,n/a,37,Lion,5,2,0,0,0,3,1,0,0,18.16
_c7uC8SlzG4,951746,125fb801-ea66-4154-985c-7678c90ccbdb,City,n/a,0,Kage Maru,n/a,0,Lion,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,954759,125fb801-ea66-4154-985c-7678c90ccbdb,City,n/a,37,Kage Maru,n/a,26,Lion,1,0,0,0,0,1,1,0,0,26.66
_c7uC8SlzG4,955472,125fb801-ea66-4154-985c-7678c90ccbdb,City,n/a,37,Kage Maru,n/a,26,Lion,2,1,1,0,0,1,0,0,0,31.34
_c7uC8SlzG4,957639,125fb801-ea66-4154-985c-7678c90ccbdb,City,n/a,37,Kage Maru,n/a,26,Lion,3,1,0,0,0,2,1,0,0,22.31
_c7uC8SlzG4,958912,125fb801-ea66-4154-985c-7678c90ccbdb,City,n/a,37,Kage Maru,n/a,26,Lion,4,1,0,0,0,3,1,0,0,13.06
_c7uC8SlzG4,960776,081bd415-b2ef-488a-adee-a9793294b9e6,City,n/a,0,Jean,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,962036,081bd415-b2ef-488a-adee-a9793294b9e6,City,n/a,43,Jean,n/a,43,Jean,1,1,1,0,0,0,0,0,0,21.16
_c7uC8SlzG4,963010,081bd415-b2ef-488a-adee-a9793294b9e6,City,n/a,43,Jean,n/a,43,Jean,2,2,1,0,0,0,0,0,0,2.06
_c7uC8SlzG4,966089,081bd415-b2ef-488a-adee-a9793294b9e6,City,n/a,43,Jean,n/a,43,Jean,3,3,1,0,0,0,0,0,0,1.46
_c7uC8SlzG4,969573,6d996c59-5e6e-439f-ba8c-fa77cd994473,Statues,n/a,0,Blaze,n/a,0,Kage Maru,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,970927,6d996c59-5e6e-439f-ba8c-fa77cd994473,Statues,n/a,33,Blaze,n/a,37,Kage Maru,1,1,1,0,0,0,0,0,0,10.31
_c7uC8SlzG4,972649,6d996c59-5e6e-439f-ba8c-fa77cd994473,Statues,n/a,33,Blaze,n/a,37,Kage Maru,2,2,1,0,0,0,0,0,0,24.61
_c7uC8SlzG4,975656,6d996c59-5e6e-439f-ba8c-fa77cd994473,Statues,n/a,33,Blaze,n/a,37,Kage Maru,3,2,0,0,0,1,0,1,0,30.01
_c7uC8SlzG4,976524,6d996c59-5e6e-439f-ba8c-fa77cd994473,Statues,n/a,33,Blaze,n/a,37,Kage Maru,4,2,0,0,0,2,1,0,0,26.10
_c7uC8SlzG4,977406,6d996c59-5e6e-439f-ba8c-fa77cd994473,Statues,n/a,33,Blaze,n/a,37,Kage Maru,5,2,0,0,0,3,1,0,0,25.70
_c7uC8SlzG4,978370,4c0f6316-01af-4cb7-9950-c98adb865d2f,Grassland,n/a,0,Vanessa,n/a,0,Lion,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,980168,4c0f6316-01af-4cb7-9950-c98adb865d2f,Grassland,n/a,29,Vanessa,n/a,26,Lion,1,1,1,0,0,0,0,0,0,25.76
_c7uC8SlzG4,982276,4c0f6316-01af-4cb7-9950-c98adb865d2f,Grassland,n/a,29,Vanessa,n/a,26,Lion,2,1,0,0,0,1,1,0,0,16.31
_c7uC8SlzG4,984558,4c0f6316-01af-4cb7-9950-c98adb865d2f,Grassland,n/a,29,Vanessa,n/a,26,Lion,3,2,1,0,0,1,0,0,0,16.36
_c7uC8SlzG4,985379,4c0f6316-01af-4cb7-9950-c98adb865d2f,Grassland,n/a,29,Vanessa,n/a,26,Lion,4,2,0,0,0,2,1,0,0,24.10
_c7uC8SlzG4,986017,4c0f6316-01af-4cb7-9950-c98adb865d2f,Grassland,n/a,29,Vanessa,n/a,26,Lion,5,2,0,0,0,3,1,0,0,3.36
_c7uC8SlzG4,989021,d5698812-1e60-4ab3-a780-0e4cfde32a99,Arena,n/a,0,Lion,n/a,0,Taka,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,990119,d5698812-1e60-4ab3-a780-0e4cfde32a99,Arena,n/a,26,Lion,n/a,38,Taka,1,0,0,0,0,1,1,0,0,2.00
_c7uC8SlzG4,990942,d5698812-1e60-4ab3-a780-0e4cfde32a99,Arena,n/a,26,Lion,n/a,38,Taka,2,0,0,0,0,2,1,0,0,27.71
_c7uC8SlzG4,991621,d5698812-1e60-4ab3-a780-0e4cfde32a99,Arena,n/a,26,Lion,n/a,38,Taka,3,0,0,0,0,3,1,0,0,31.80
_c7uC8SlzG4,992585,e29c59ef-c141-47e5-9e7c-8360bf7ec6d0,Waterfalls,n/a,0,Pai,n/a,0,Jacky,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,993696,e29c59ef-c141-47e5-9e7c-8360bf7ec6d0,Waterfalls,n/a,27,Pai,n/a,26,Jacky,1,0,0,0,0,1,1,0,0,23.86
_c7uC8SlzG4,995657,e29c59ef-c141-47e5-9e7c-8360bf7ec6d0,Waterfalls,n/a,27,Pai,n/a,26,Jacky,2,1,1,0,0,1,0,0,0,2.33
_c7uC8SlzG4,997321,e29c59ef-c141-47e5-9e7c-8360bf7ec6d0,Waterfalls,n/a,27,Pai,n/a,26,Jacky,3,1,0,0,0,2,1,0,0,27.30
_c7uC8SlzG4,999164,e29c59ef-c141-47e5-9e7c-8360bf7ec6d0,Waterfalls,n/a,27,Pai,n/a,26,Jacky,4,1,0,0,0,3,1,0,0,28.46
_c7uC8SlzG4,1001928,64693758-9654-4eaa-a541-a5c33acfc79f,Grassland,n/a,0,Akira,n/a,0,Jacky,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1002815,64693758-9654-4eaa-a541-a5c33acfc79f,Grassland,n/a,40,Akira,n/a,26,Jacky,1,0,0,0,0,1,1,0,0,28.38
_c7uC8SlzG4,1003711,64693758-9654-4eaa-a541-a5c33acfc79f,Grassland,n/a,40,Akira,n/a,26,Jacky,2,1,1,0,0,1,0,0,0,24.76
_c7uC8SlzG4,1005638,64693758-9654-4eaa-a541-a5c33acfc79f,Grassland,n/a,40,Akira,n/a,26,Jacky,3,1,0,0,0,2,1,0,0,13.66
_c7uC8SlzG4,1007649,64693758-9654-4eaa-a541-a5c33acfc79f,Grassland,n/a,40,Akira,n/a,26,Jacky,4,2,1,0,0,2,0,0,0,20.70
_c7uC8SlzG4,1009642,64693758-9654-4eaa-a541-a5c33acfc79f,Grassland,n/a,40,Akira,n/a,26,Jacky,5,3,1,0,0,2,0,0,0,21.60
_c7uC8SlzG4,1010666,b0b398b4-2e2f-4506-974b-55c7a82defc7,City,n/a,0,Jean,n/a,0,Jacky,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1013825,b0b398b4-2e2f-4506-974b-55c7a82defc7,City,n/a,0,Jean,n/a,0,Jacky,1,0,0,0,0,1,0,0,1,66.00
_c7uC8SlzG4,1082069,b0b398b4-2e2f-4506-974b-55c7a82defc7,City,n/a,23,Jean,n/a,26,Jacky,2,0,0,0,0,2,1,0,0,25.06
_c7uC8SlzG4,1083942,b0b398b4-2e2f-4506-974b-55c7a82defc7,City,n/a,23,Jean,n/a,26,Jacky,3,0,0,0,0,3,1,0,0,30.66
_c7uC8SlzG4,1102066,c86088e0-3629-4216-bb13-b735e831926d,Statues,n/a,0,Vanessa,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1103314,c86088e0-3629-4216-bb13-b735e831926d,Statues,n/a,23,Vanessa,n/a,27,Pai,1,0,0,0,0,1,1,0,0,12.00
_c7uC8SlzG4,1105707,c86088e0-3629-4216-bb13-b735e831926d,Statues,n/a,23,Vanessa,n/a,27,Pai,2,0,0,0,0,2,1,0,0,13.80
_c7uC8SlzG4,1107961,c86088e0-3629-4216-bb13-b735e831926d,Statues,n/a,23,Vanessa,n/a,27,Pai,3,1,1,0,0,2,0,0,0,23.16
_c7uC8SlzG4,1110292,c86088e0-3629-4216-bb13-b735e831926d,Statues,n/a,23,Vanessa,n/a,27,Pai,4,1,0,0,0,3,1,0,0,14.16
_c7uC8SlzG4,1123916,1293908d-37dd-4ab8-b909-1790a32162c3,Genesis,n/a,0,Lau,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1125086,1293908d-37dd-4ab8-b909-1790a32162c3,Genesis,n/a,35,Lau,n/a,31,Pai,1,1,1,0,0,0,0,0,0,17.16
_c7uC8SlzG4,1126146,1293908d-37dd-4ab8-b909-1790a32162c3,Genesis,n/a,35,Lau,n/a,31,Pai,2,1,0,0,0,1,1,0,0,20.30
_c7uC8SlzG4,1127274,1293908d-37dd-4ab8-b909-1790a32162c3,Genesis,n/a,35,Lau,n/a,31,Pai,3,1,0,0,0,2,1,0,0,18.66
_c7uC8SlzG4,1128356,1293908d-37dd-4ab8-b909-1790a32162c3,Genesis,n/a,35,Lau,n/a,31,Pai,4,1,0,0,0,3,1,0,0,20.60
_c7uC8SlzG4,1147740,c019826c-5393-44bd-b29b-8fac41af713e,Deep Mountain,n/a,0,Jacky,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1148703,c019826c-5393-44bd-b29b-8fac41af713e,Deep Mountain,n/a,35,Jacky,n/a,24,Pai,1,1,1,0,0,0,0,0,0,27.66
_c7uC8SlzG4,1149499,c019826c-5393-44bd-b29b-8fac41af713e,Deep Mountain,n/a,35,Jacky,n/a,24,Pai,2,2,1,0,0,0,0,0,0,28.76
_c7uC8SlzG4,1150478,c019826c-5393-44bd-b29b-8fac41af713e,Deep Mountain,n/a,35,Jacky,n/a,24,Pai,3,3,1,0,0,0,0,0,0,22.66
_c7uC8SlzG4,1151442,cb954802-c681-4ee5-800d-9374c0afa4c7,City,n/a,0,Jacky,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1152511,cb954802-c681-4ee5-800d-9374c0afa4c7,City,n/a,35,Jacky,n/a,27,Pai,1,1,1,0,0,0,0,0,0,23.46
_c7uC8SlzG4,1153765,cb954802-c681-4ee5-800d-9374c0afa4c7,City,n/a,35,Jacky,n/a,27,Pai,2,1,0,0,0,1,1,0,0,13.81
_c7uC8SlzG4,1154938,cb954802-c681-4ee5-800d-9374c0afa4c7,City,n/a,35,Jacky,n/a,27,Pai,3,1,0,0,0,2,1,0,0,15.06
_c7uC8SlzG4,1155841,cb954802-c681-4ee5-800d-9374c0afa4c7,City,n/a,35,Jacky,n/a,27,Pai,4,2,1,0,0,2,0,0,0,25.66
_c7uC8SlzG4,1156956,cb954802-c681-4ee5-800d-9374c0afa4c7,City,n/a,35,Jacky,n/a,27,Pai,5,3,1,0,0,2,0,0,0,18.21
_c7uC8SlzG4,1161979,e41c5a26-cb2f-49c6-922a-57b161b9bf33,Snow Mountain,n/a,0,Kage Maru,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1163586,e41c5a26-cb2f-49c6-922a-57b161b9bf33,Snow Mountain,n/a,33,Kage Maru,n/a,39,Jean,1,0,0,0,0,1,1,0,0,12.36
_c7uC8SlzG4,1165932,e41c5a26-cb2f-49c6-922a-57b161b9bf33,Snow Mountain,n/a,33,Kage Maru,n/a,39,Jean,2,1,1,0,0,1,0,0,0,29.36
_c7uC8SlzG4,1166731,e41c5a26-cb2f-49c6-922a-57b161b9bf33,Snow Mountain,n/a,33,Kage Maru,n/a,39,Jean,3,2,1,0,0,1,0,0,0,28.70
_c7uC8SlzG4,1168531,e41c5a26-cb2f-49c6-922a-57b161b9bf33,Snow Mountain,n/a,33,Kage Maru,n/a,39,Jean,4,2,0,0,0,2,1,0,0,25.76
_c7uC8SlzG4,1169850,e41c5a26-cb2f-49c6-922a-57b161b9bf33,Snow Mountain,n/a,33,Kage Maru,n/a,39,Jean,5,2,0,0,0,3,1,0,0,11.36
_c7uC8SlzG4,1185934,574bb677-9bdf-4f4c-8ae8-c0d75e3274b5,Broken House,n/a,0,Pai,n/a,0,Pai,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1188642,574bb677-9bdf-4f4c-8ae8-c0d75e3274b5,Broken House,n/a,38,Pai,n/a,24,Pai,1,1,1,0,0,0,0,0,0,16.80
_c7uC8SlzG4,1189404,574bb677-9bdf-4f4c-8ae8-c0d75e3274b5,Broken House,n/a,38,Pai,n/a,24,Pai,2,1,0,0,0,1,1,0,0,30.30
_c7uC8SlzG4,1193850,574bb677-9bdf-4f4c-8ae8-c0d75e3274b5,Broken House,n/a,38,Pai,n/a,24,Pai,3,1,0,0,0,2,1,0,0,25.06
_c7uC8SlzG4,1194979,574bb677-9bdf-4f4c-8ae8-c0d75e3274b5,Broken House,n/a,38,Pai,n/a,24,Pai,4,2,1,0,0,2,0,0,0,17.66
_c7uC8SlzG4,1195690,574bb677-9bdf-4f4c-8ae8-c0d75e3274b5,Broken House,n/a,38,Pai,n/a,24,Pai,5,3,1,0,0,2,0,0,0,31.76
_c7uC8SlzG4,1223534,2afe5d7c-8808-4a29-a2ec-441823f548f7,Genesis,n/a,0,Pai,n/a,0,Jacky,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1224783,2afe5d7c-8808-4a29-a2ec-441823f548f7,Genesis,n/a,24,Pai,n/a,16,Jacky,1,0,0,0,0,1,1,0,0,1.00
_c7uC8SlzG4,1225878,2afe5d7c-8808-4a29-a2ec-441823f548f7,Genesis,n/a,24,Pai,n/a,16,Jacky,2,0,0,0,0,2,1,0,0,18.36
_c7uC8SlzG4,1227076,2afe5d7c-8808-4a29-a2ec-441823f548f7,Genesis,n/a,24,Pai,n/a,16,Jacky,3,0,0,0,0,3,0,1,0,15.81
_c7uC8SlzG4,1231520,778ae9fb-cdb5-4c89-be6b-c1d56f364336,Great Wall,n/a,0,Kage,n/a,0,Jacky,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1232820,778ae9fb-cdb5-4c89-be6b-c1d56f364336,Great Wall,n/a,25,Kage,n/a,16,Jacky,1,1,1,0,0,0,0,0,0,19.76
_c7uC8SlzG4,1233753,778ae9fb-cdb5-4c89-be6b-c1d56f364336,Great Wall,n/a,25,Kage,n/a,16,Jacky,2,2,1,0,0,0,0,0,0,25.60
_c7uC8SlzG4,1235590,778ae9fb-cdb5-4c89-be6b-c1d56f364336,Great Wall,n/a,25,Kage,n/a,16,Jacky,3,2,0,0,0,1,1,0,0,27.06
_c7uC8SlzG4,1236773,778ae9fb-cdb5-4c89-be6b-c1d56f364336,Great Wall,n/a,25,Kage,n/a,16,Jacky,4,2,0,0,0,2,1,0,0,15.76
_c7uC8SlzG4,1238795,778ae9fb-cdb5-4c89-be6b-c1d56f364336,Great Wall,n/a,25,Kage,n/a,16,Jacky,5,2,0,0,0,3,1,0,0,17.16
_c7uC8SlzG4,1255779,1144c2ec-1dbc-44c4-a4d3-8a3412399f71,City,n/a,0,Jeffry,n/a,0,Jacky,0,0,0,0,0,0,0,0,0,n/a
_c7uC8SlzG4,1256864,1144c2ec-1dbc-44c4-a4d3-8a3412399f71,City,n/a,41,Jeffry,n/a,16,Jacky,1,1,1,0,0,0,0,0,0,18.06
_c7uC8SlzG4,1258772,1144c2ec-1dbc-44c4-a4d3-8a3412399f71,City,n/a,41,Jeffry,n/a,16,Jacky,2,1,0,0,0,1,1,0,0,14.61
_c7uC8SlzG4,1259783,1144c2ec-1dbc-44c4-a4d3-8a3412399f71,City,n/a,41,Jeffry,n/a,16,Jacky,3,1,0,0,0,2,1,0,0,21.63
_c7uC8SlzG4,1263505,1144c2ec-1dbc-44c4-a4d3-8a3412399f71,City,n/a,41,Jeffry,n/a,16,Jacky,4,2,1,0,0,2,0,0,0,30.03
_c7uC8SlzG4,1264084,1144c2ec-1dbc-44c4-a4d3-8a3412399f71,City,n/a,41,Jeffry,n/a,16,Jacky,5,3,1,0,0,2,0,0,0,34.30
_fT1QghUxQo,60,7028dc6c-a4ba-4061-a068-d4e46f4b192b,Aurora,n/a,0,Sarah,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
_fT1QghUxQo,2185,7028dc6c-a4ba-4061-a068-d4e46f4b192b,Aurora,n/a,41,Sarah,n/a,40,Jean,1,0,0,0,0,1,1,0,0,24.00
_fT1QghUxQo,3059,7028dc6c-a4ba-4061-a068-d4e46f4b192b,Aurora,n/a,41,Sarah,n/a,40,Jean,2,0,0,0,0,2,1,0,0,25.66
_fT1QghUxQo,4060,7028dc6c-a4ba-4061-a068-d4e46f4b192b,Aurora,n/a,41,Sarah,n/a,40,Jean,3,0,0,0,0,3,1,0,0,21.61
_kpxyaFaMaE,60,beb13ce7-c2e4-4af6-8079-402924c2f463,Aurora,n/a,0,Lion,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
_kpxyaFaMaE,1756,beb13ce7-c2e4-4af6-8079-402924c2f463,Aurora,n/a,42,Lion,n/a,44,Jean,1,0,0,0,0,1,1,0,0,12.66
_kpxyaFaMaE,2620,beb13ce7-c2e4-4af6-8079-402924c2f463,Aurora,n/a,42,Lion,n/a,44,Jean,2,1,1,0,0,1,0,0,0,25.06
_kpxyaFaMaE,3708,beb13ce7-c2e4-4af6-8079-402924c2f463,Aurora,n/a,42,Lion,n/a,44,Jean,3,2,1,0,0,1,0,0,0,17.36
_kpxyaFaMaE,4577,beb13ce7-c2e4-4af6-8079-402924c2f463,Aurora,n/a,42,Lion,n/a,44,Jean,4,2,0,0,0,2,1,0,0,25.30
_kpxyaFaMaE,5543,beb13ce7-c2e4-4af6-8079-402924c2f463,Aurora,n/a,42,Lion,n/a,44,Jean,5,2,0,0,0,3,1,0,0,22.16
_r0QJo5ZYts,61,b11fb4a2-3737-4e91-8c81-22e7fd11edd6,Sumo Ring,n/a,0,Brad,n/a,0,Jean,0,0,0,0,0,0,0,0,0,n/a
_r0QJo5ZYts,4214,b11fb4a2-3737-4e91-8c81-22e7fd11edd6,Sumo Ring,n/a,44,Brad,n/a,42,Jean,1,0,0,0,0,1,1,0,0,10.06
_r0QJo5ZYts,5109,b11fb4a2-3737-4e91-8c81-22e7fd11edd6,Sumo Ring,n/a,44,Brad,n/a,42,Jean,2,1,1,0,0,1,0,0,0,24.00
_vdVl-Kt8v8,60,253bc380-0724-4df6-b12e-b37cb0c67025,Sumo Ring,n/a,0,Jean,n/a,0,Kage,0,0,0,0,0,0,0,0,0,n/a
_vdVl-Kt8v8,1332,253bc380-0724-4df6-b12e-b37cb0c67025,Sumo Ring,n/a,41,Jean,n/a,44,Kage,1,0,0,0,0,1,1,0,0,26.06
_vdVl-Kt8v8,1872,253bc380-0724-4df6-b12e-b37cb0c67025,Sumo Ring,n/a,41,Jean,n/a,44,Kage,2,1,1,0,0,1,0,0,0,35.33
_vdVl-Kt8v8,3055,253bc380-0724-4df6-b12e-b37cb0c67025,Sumo Ring,n/a,41,Jean,n/a,44,Kage,3,2,1,0,0,1,0,0,0,15.16
_vdVl-Kt8v8,3931,253bc380-0724-4df6-b12e-b37cb0c67025,Sumo Ring,n/a,41,Jean,n/a,44,Kage,4,2,0,0,0,2,1,0,0,25.30
_vdVl-Kt8v8,4443,253bc380-0724-4df6-b12e-b37cb0c67025,Sumo Ring,n/a,41,Jean,n/a,44,Kage,5,2,0,0,0,3,0,0,1,3.66
a-7HQc7skyQ,30481,6b2c2210-cfac-40e6-a4f3-f2e18197a993,Shrine,n/a,0,Jeffry,n/a,0,Lion,0,0,0,0,0,0,0,0,0,n/a
a-7HQc7skyQ,31643,6b2c2210-cfac-40e6-a4f3-f2e18197a993,Shrine,n/a,27,Jeffry,n/a,24,Lion,1,1,1,0,0,0,0,0,0,20.36
a-7HQc7skyQ,32559,6b2c2210-cfac-40e6-a4f3-f2e18197a993,Shrine,n/a,27,Jeffry,n/a,24,Lion,2,1,0,0,0,1,1,0,0,24.36
a-7HQc7skyQ,34300,6b2c2210-cfac-40e6-a4f3-f2e18197a993,Shrine,n/a,27,Jeffry,n/a,24,Lion,3,1,0,0,0,2,1,0,0,27.66
a-7HQc7skyQ,35616,6b2c2210-cfac-40e6-a4f3-f2e18197a993,Shrine,n/a,27,Jeffry,n/a,24,Lion,4,2,1,0,0,2,0,0,0,10.06
a-7HQc7skyQ,37836,6b2c2210-cfac-40e6-a4f3-f2e18197a993,Shrine,n/a,27,Jeffry,n/a,24,Lion,5,2,0,0,0,3,1,0,0,20.00
a-7HQc7skyQ,42820,d1a29e75-3c5c-4210-98ae-4b70cbffe633,Grassland,n/a,0,Jacky,n/a,0,Akira,0,0,0,0,0,0,0,0,0,n/a
a-7HQc7skyQ,43684,d1a29e75-3c5c-4210-98ae-4b70cbffe633,Grassland,n/a,24,Jacky,n/a,24,Akira,1,1,1,0,0,0,0,0,0,32.81
a-7HQc7skyQ,44636,d1a29e75-3c5c-4210-98ae-4b70cbffe633,Grassland,n/a,24,Jacky,n/a,24,Akira,2,2,1,0,0,0,0,0,0,2.44
a-7HQc7skyQ,45789,d1a29e75-3c5c-4210-98ae-4b70cbffe633,Grassland,n/a,24,Jacky,n/a,24,Akira,3,2,0,0,0,1,1,0,0,17.63
